"Amount.Requested","Amount.Funded.By.Investors","Interest.Rate","Loan.Length","Loan.Purpose","Debt.To.Income.Ratio","State","Home.Ownership","Monthly.Income","FICO.Range","Open.CREDIT.Lines","Revolving.CREDIT.Balance","Inquiries.in.the.Last.6.Months","Employment.Length"
9600,9600,0.1114,"36 months","debt_consolidation",0.2058,"nevada","MORTGAGE",3833.33,"705-709",9,44403,1,"5 years"
9000,8975,0.0662,"36 months","debt_consolidation",0.1711,"new york","MORTGAGE",6750,"755-759",7,12553,2,"7 years"
6500,6500,0.089,"36 months","credit_card",0.3145,"colorado","MORTGAGE",6000,"740-744",14,61865,2,"< 1 year"
1750,1750,0.1114,"36 months","credit_card",0.0802,"california","RENT",1833.33,"720-724",4,1838,0,"2 years"
5000,5000,0.0542,"36 months","wedding",0.2315,"ohio","RENT",2833.33,"750-754",7,4573,0,"3 years"
6000,6000,0.158,"36 months","debt_consolidation",0.164,"georgia","RENT",2500,"670-674",5,5892,1,"4 years"
25000,25000,0.1409,"36 months","debt_consolidation",0.1913,"california","RENT",6083.33,"700-704",19,14666,0,"10+ years"
13000,13000,0.1433,"36 months","debt_consolidation",0.1108,"minnesota","MORTGAGE",3358.33,"690-694",7,6327,1,"10+ years"
5875,5875,0.079,"36 months","other",0.1475,"nevada","RENT",5416.67,"720-724",15,2617,2,"4 years"
5000,5000,0.1629,"36 months","debt_consolidation",0.2077,"virginia","RENT",4583.33,"660-664",19,11991,1,"6 years"
16000,7925,0.1645,"60 months","debt_consolidation",0.1666,"missouri","MORTGAGE",5500,"680-684",6,6842,0,"9 years"
12000,12000,0.0962,"60 months","small_business",0.1412,"georgia","MORTGAGE",6666.67,"730-734",10,6969,1,"4 years"
35000,35000,0.1212,"36 months","debt_consolidation",0.199,"florida","MORTGAGE",13933.33,"720-724",18,24288,0,"1 year"
4800,4775,0.0579,"36 months","car",0.1171,"new jersey","RENT",2800,"735-739",6,9228,0,"3 years"
6500,6500,0.1111,"36 months","credit_card",0.1398,"wyoming","MORTGAGE",2253,"680-684",11,7558,1,"2 years"
25000,25000,0.1306,"36 months","other",0.0414,"michigan","MORTGAGE",11500,"735-739",4,6578,0,"< 1 year"
1000,1000,0.0762,"36 months","debt_consolidation",0.0559,"maryland","MORTGAGE",9333.33,"785-789",6,350,4,"2 years"
16000,16000,0.1348,"36 months","debt_consolidation",0.1517,"kentucky","MORTGAGE",4166.67,"700-704",6,1962,1,"2 years"
13600,13600,0.089,"36 months","debt_consolidation",0.1094,"washington","RENT",10000,"720-724",15,18028,0,"10+ years"
12000,12000,0.1531,"36 months","debt_consolidation",0.3291,"california","RENT",5500,"680-684",21,13559,1,"3 years"
15000,15000,0.1037,"36 months","house",0.2672,"alabama","MORTGAGE",5250,"750-754",11,44850,1,"10+ years"
7125,7125,0.1849,"36 months","debt_consolidation",0.1118,"connecticut","MORTGAGE",5636.75,"675-679",14,5383,2,"8 years"
35000,34977.35,0.2167,"60 months","house",0.1425,"california","RENT",20833.33,"675-679",12,79792,0,"6 years"
11575,11575,0.1311,"60 months","debt_consolidation",0.1837,"new york","MORTGAGE",3750,"725-729",12,18790,1,"10+ years"
5000,5000,0.074,"36 months","major_purchase",0.1422,"georgia","RENT",6000,"780-784",7,1751,0,"6 years"
5000,5000,0.0762,"36 months","debt_consolidation",0.0304,"new york","OWN",2500,"735-739",5,4864,0,"3 years"
5000,527.49,0.1324,"36 months","debt_consolidation",0.1328,"new jersey","RENT",4833,"660-664",10,9816,0,"4 years"
7000,7000,0.079,"36 months","debt_consolidation",0.1261,"virginia","MORTGAGE",6250,"720-724",13,19848,0,"10+ years"
20000,16755.89,0.145,"36 months","debt_consolidation",0.254,"minnesota","MORTGAGE",6916.67,"715-719",10,26938,0,"10+ years"
7000,7000,0.0692,"36 months","debt_consolidation",0.1715,"california","RENT",4583.33,"735-739",13,6897,0,"5 years"
20000,19900,0.1025,"36 months","debt_consolidation",0.1751,"delaware","MORTGAGE",7833.33,"760-764",14,49898,0,"5 years"
6000,6000,0.079,"36 months","major_purchase",0.2013,"pennsylvania","MORTGAGE",7750,"725-729",16,7533,1,"8 years"
14000,14000,0.0766,"36 months","major_purchase",0.1068,"florida","MORTGAGE",21666.67,"735-739",14,13850,3,"1 year"
30000,30000,0.1905,"36 months","debt_consolidation",0.1477,"colorado","MORTGAGE",9166.67,"685-689",20,22299,1,"< 1 year"
18225,18200,0.1758,"36 months","debt_consolidation",0.2464,"texas","MORTGAGE",5000,"660-664",12,16398,2,"7 years"
12000,12000,0.0729,"36 months","other",0.1615,"virginia","MORTGAGE",11667,"720-724",9,113671,0,"4 years"
10000,10000,0.1212,"36 months","debt_consolidation",0.1299,"california","MORTGAGE",5833.33,"690-694",8,13885,0,"6 years"
16300,16275,0.1491,"36 months","credit_card",0.2417,"florida","MORTGAGE",5222,"675-679",11,40988,1,"10+ years"
11000,2116.76,0.1387,"36 months","debt_consolidation",0.2093,"new york","OWN",4167,"670-674",14,17436,0,"2 years"
25000,20850,0.1558,"60 months","small_business",0.006,"california","MORTGAGE",5666.67,"785-789",2,0,4,"10+ years"
24000,24000,0.1212,"36 months","debt_consolidation",0.2901,"maryland","MORTGAGE",7500,"670-674",12,14804,1,"< 1 year"
6000,6000,0.0749,"36 months","major_purchase",0.0881,"new york","OWN",2462.75,"715-719",11,8644,0,"2 years"
10000,9975,0.1149,"60 months","debt_consolidation",0.2269,"nevada","MORTGAGE",5623.33,"765-769",11,26898,1,"10+ years"
2000,2000,0.089,"36 months","car",0.237,"michigan","OWN",3000,"730-734",5,2117,1,"10+ years"
6625,6600,0.1114,"36 months","credit_card",0.1012,"pennsylvania","OWN",1916.67,"690-694",10,5449,0,"n/a"
20000,6350.01,0.1671,"36 months","debt_consolidation",0.2083,"new york","RENT",5333.33,"660-664",11,11881,4,"1 year"
12000,11925,0.0963,"36 months","other",0.0912,"washington","MORTGAGE",6250,"745-749",8,5212,2,"1 year"
4200,4200,0.0729,"36 months","debt_consolidation",0.0658,"illinois","RENT",5133.33,"765-769",4,5475,1,"4 years"
6950,6875,0.1311,"36 months","other",0.1251,"texas","MORTGAGE",7916.67,"715-719",5,1593,4,"10+ years"
6000,6000,0.0751,"36 months","major_purchase",0.0474,"illinois","MORTGAGE",10916,"765-769",18,6317,4,"6 years"
8400,8400,0.1099,"36 months","debt_consolidation",0.2485,"california","MORTGAGE",7583,"700-704",9,342,0,"< 1 year"
5000,5000,0.0788,"36 months","home_improvement",0.1661,"new jersey","MORTGAGE",5833.33,"725-729",18,19771,2,"10+ years"
4750,4750,0.1016,"36 months","credit_card",0.3249,"missouri","MORTGAGE",3500,"695-699",15,36512,0,"10+ years"
15000,14925,0.1075,"60 months","moving",0.1755,"new york","RENT",5761,"785-789",12,2691,2,"10+ years"
12000,12000,0.1629,"36 months","home_improvement",0.0507,"wisconsin","MORTGAGE",2916.67,"670-674",13,10360,2,"5 years"
12800,12700,0.1261,"60 months","debt_consolidation",0.0902,"florida","RENT",5166.67,"725-729",7,7942,0,"5 years"
12000,11950,0.089,"60 months","car",0.0975,"california","MORTGAGE",9866,"795-799",9,2787,0,"4 years"
9425,9425,0.1349,"36 months","credit_card",0.1571,"california","RENT",3750,"670-674",12,15116,0,"8 years"
28000,28000,0.1242,"36 months","debt_consolidation",0.0298,"new york","MORTGAGE",27083.33,"730-734",5,12888,1,"5 years"
30000,29975,0.21,"60 months","debt_consolidation",0.1712,"texas","MORTGAGE",8666.67,"710-714",8,47503,0,"6 years"
9600,9600,0.1839,"36 months","debt_consolidation",0.1469,"virginia","MORTGAGE",5166.67,"660-664",8,13041,1,"10+ years"
7800,7242.07,0.1284,"36 months","debt_consolidation",0.1677,"new york","RENT",6000,"695-699",8,13835,0,"4 years"
12000,12000,0.1065,"36 months","debt_consolidation",0.2606,"georgia","RENT",5833.33,"720-724",15,24893,3,"10+ years"
9600,9600,0.1531,"36 months","debt_consolidation",0.1282,"pennsylvania","MORTGAGE",6000,"675-679",13,11407,2,"10+ years"
6000,6000,0.1062,"36 months","credit_card",0.2338,"virginia","MORTGAGE",5000,"705-709",15,46125,1,"2 years"
7500,7500,0.1111,"60 months","debt_consolidation",0.2363,"new york","RENT",1820,"720-724",13,4409,2,"2 years"
7000,6950,0.0603,"36 months","debt_consolidation",0.0829,"florida","OWN",2750,"760-764",8,10860,0,"4 years"
10000,10000,0.1171,"36 months","debt_consolidation",0.0585,"new york","RENT",4333.33,"685-689",8,7072,0,"10+ years"
3200,2799.99,0.1261,"36 months","credit_card",0.1672,"california","MORTGAGE",6476,"665-669",14,80837,4,"10+ years"
13000,12850,0.1038,"36 months","debt_consolidation",0.1172,"virginia","MORTGAGE",10533.33,"725-729",13,37252,0,"< 1 year"
35000,35000,0.247,"60 months","debt_consolidation",0.0826,"alabama","MORTGAGE",10000,"660-664",12,21391,2,"10+ years"
20800,20775,0.0662,"36 months","credit_card",0.1564,"california","MORTGAGE",10833.33,"710-714",11,15192,0,"10+ years"
1600,1600,0.1629,"36 months","debt_consolidation",0.078,"oregon","RENT",2666.67,"660-664",7,5504,2,"6 years"
10050,9900,0.0603,"36 months","small_business",0.2072,"texas","RENT",2500,"750-754",11,13669,0,"9 years"
8000,7997.85,0.1799,"36 months","debt_consolidation",0.2111,"california","MORTGAGE",8583.33,"670-674",15,14584,3,"5 years"
16000,16000,0.1212,"36 months","debt_consolidation",0.243,"connecticut","RENT",6250,"715-719",8,10304,2,"< 1 year"
11700,11675,0.079,"36 months","home_improvement",0.0563,"california","MORTGAGE",3320.83,"720-724",11,14301,0,"10+ years"
13475,13475,0.1212,"36 months","debt_consolidation",0.2827,"florida","MORTGAGE",5666.67,"705-709",12,7722,1,"7 years"
14500,14500,0.0542,"36 months","home_improvement",0.0715,"ohio","MORTGAGE",10000,"800-804",9,40,0,"10+ years"
5000,5000,0.1461,"36 months","other",0.0636,"california","RENT",3083.33,"665-669",8,4680,4,"5 years"
13600,13575,0.0662,"36 months","debt_consolidation",0.1731,"california","MORTGAGE",11250,"750-754",11,77377,1,"4 years"
2200,2200,0.089,"36 months","debt_consolidation",0.1402,"california","RENT",7083.33,"715-719",10,14980,1,"10+ years"
9000,9000,0.0976,"36 months","credit_card",0.1867,"new york","MORTGAGE",5833.33,"705-709",12,12035,0,"10+ years"
27925,27925,0.2247,"60 months","debt_consolidation",0.0394,"florida","MORTGAGE",7000,"685-689",14,9914,2,"n/a"
9450,9450,0.1433,"36 months","debt_consolidation",0.2451,"new york","RENT",2916.67,"670-674",12,11555,0,"4 years"
15175,15175,0.2025,"60 months","debt_consolidation",0.1878,"washington","RENT",4333.33,"665-669",6,18049,0,"8 years"
10000,10000,0.0749,"36 months","debt_consolidation",0.0777,"arizona","RENT",3166.67,"735-739",4,0,0,"1 year"
16000,16000,0.1629,"36 months","debt_consolidation",0.2062,"florida","RENT",5416.67,"680-684",13,14246,1,"< 1 year"
13200,13200,0.1531,"36 months","debt_consolidation",0.0861,"kentucky","MORTGAGE",3333.33,"680-684",10,5400,3,"10+ years"
20000,20000,0.1875,"60 months","other",0.063,"pennsylvania","RENT",15416.67,"695-699",13,15026,3,"< 1 year"
8500,8500,0.1777,"36 months","other",0.18,"michigan","RENT",2583.33,"665-669",9,13718,0,"2 years"
3000,3000,0.1427,"36 months","debt_consolidation",0.1077,"new york","OWN",3833,"670-674",11,5515,1,"< 1 year"
10000,10000,0.1531,"36 months","credit_card",0.1899,"florida","MORTGAGE",5583.33,"675-679",16,12723,1,"2 years"
14075,14075,0.1629,"36 months","debt_consolidation",0.1102,"new york","MORTGAGE",10416.67,"700-704",10,7653,3,"10+ years"
19000,19000,0.1972,"60 months","credit_card",0.1985,"new york","RENT",4500,"680-684",13,11388,1,"3 years"
25000,11696.88,0.1284,"36 months","small_business",0.0552,"illinois","MORTGAGE",8666.67,"760-764",9,1900,4,"10+ years"
9000,9000,0.1311,"36 months","credit_card",0.2388,"georgia","MORTGAGE",4229.17,"685-689",11,7496,0,"1 year"
6775,6775,0.1311,"36 months","debt_consolidation",0.102,"north carolina","RENT",6666.67,"685-689",14,5457,2,"< 1 year"
2200,2200,0.1523,"36 months","debt_consolidation",0.162,"california","RENT",2500,"675-679",7,2476,2,"2 years"
10800,10550,0.08,"36 months","home_improvement",0.0682,"california","MORTGAGE",11250,"790-794",7,10232,2,"< 1 year"
16800,16800,0.1433,"60 months","debt_consolidation",0.2175,"west virginia","MORTGAGE",6666.67,"675-679",14,23740,0,"1 year"
3500,3500,0.1562,"36 months","home_improvement",0.1441,"georgia","MORTGAGE",6833.33,"660-664",7,11526,3,"8 years"
9250,9250,0.1879,"60 months","debt_consolidation",0.1927,"alaska","MORTGAGE",4448,"660-664",9,22704,0,"10+ years"
23400,23400,0.0749,"36 months","debt_consolidation",0.1566,"texas","RENT",5580,"740-744",6,2086,0,"1 year"
10375,10375,0.079,"36 months","debt_consolidation",0.2764,"maryland","MORTGAGE",4500,"745-749",7,0,0,"5 years"
9325,9300,0.1409,"36 months","debt_consolidation",0.2135,"district of columbia","RENT",3333.33,"695-699",10,27007,1,"< 1 year"
18000,18000,0.2148,"60 months","debt_consolidation",0.1582,"new york","RENT",6500,"665-669",10,4256,0,"10+ years"
5375,5375,0.089,"36 months","debt_consolidation",0.2948,"north carolina","RENT",3416.67,"720-724",6,3007,2,"< 1 year"
3700,3700,0.158,"36 months","credit_card",0.322,"new york","RENT",3000,"690-694",9,14151,0,"1 year"
19125,19125,0.1849,"36 months","debt_consolidation",0.091,"massachusetts","RENT",4166.67,"675-679",8,19761,3,"10+ years"
1625,1625,0.1531,"36 months","major_purchase",0.0432,"texas","OWN",1666.67,"745-749",3,1759,4,"3 years"
26000,25975,0.1677,"60 months","home_improvement",0.1177,"north carolina","MORTGAGE",4416.67,"730-734",5,7560,1,"10+ years"
6650,6650,0.1825,"60 months","debt_consolidation",0.1712,"ohio","MORTGAGE",3084,"680-684",16,5646,2,"3 years"
1000,1000,0.1149,"36 months","debt_consolidation",0.2136,"california","RENT",4666.67,"670-674",16,26558,0,"10+ years"
18000,17896.62,0.1442,"36 months","wedding",0.0789,"texas","MORTGAGE",5833.33,"720-724",5,18505,1,"3 years"
8000,7975,0.1284,"36 months","wedding",0.1673,"texas","MORTGAGE",3521,"680-684",13,4075,0,"3 years"
4575,4575,0.1565,"36 months","credit_card",0.1431,"mississippi","OTHER",5833.33,"680-684",25,82586,2,"2 years"
35000,34950,0.2197,"60 months","debt_consolidation",0.1932,"rhode island","MORTGAGE",14166.67,"690-694",14,51314,3,"3 years"
10000,10000,0.1212,"36 months","debt_consolidation",0.1246,"california","MORTGAGE",4375,"695-699",7,11070,0,"5 years"
32350,32350,0.1849,"36 months","debt_consolidation",0.2014,"connecticut","OWN",6000,"660-664",15,39513,1,"3 years"
16000,16000,0.1298,"36 months","debt_consolidation",0.1586,"california","MORTGAGE",3600,"700-704",9,26357,2,"3 years"
13750,13750,0.1409,"36 months","credit_card",0.2477,"california","RENT",3000,"690-694",12,16734,1,"1 year"
5600,5600,0.1114,"36 months","credit_card",0.2796,"north carolina","MORTGAGE",11666.67,"665-669",18,194205,0,"10+ years"
21000,20950,0.2376,"60 months","debt_consolidation",0.2482,"kansas","RENT",7458.33,"660-664",14,11973,0,"10+ years"
12000,12000,0.079,"36 months","home_improvement",0.2199,"minnesota","MORTGAGE",5416.67,"730-734",8,28146,0,"10+ years"
12000,12000,0.1349,"36 months","debt_consolidation",0.1629,"nevada","MORTGAGE",6250,"680-684",13,13528,1,"7 years"
3600,3600,0.1399,"36 months","other",0.1,"new york","RENT",5750,"670-674",8,10766,2,"4 years"
25000,15175,0.1632,"60 months","debt_consolidation",0.2219,"pennsylvania","MORTGAGE",7083.33,"705-709",8,9133,0,"4 years"
8400,8400,0.0925,"60 months","car",0.2247,"new mexico","MORTGAGE",4833.33,"760-764",6,19187,0,"3 years"
24375,24300,0.158,"60 months","debt_consolidation",0.3061,"pennsylvania","MORTGAGE",4708.33,"700-704",18,49136,0,"10+ years"
8575,8575,0.158,"36 months","debt_consolidation",0.3441,"kentucky","MORTGAGE",4541.67,"675-679",15,5180,1,"10+ years"
13800,13800,0.1212,"36 months","debt_consolidation",0.1711,"california","RENT",4250,"695-699",8,11366,0,"< 1 year"
17000,17000,0.1149,"36 months","debt_consolidation",0.1369,"michigan","RENT",5083.33,"695-699",9,13883,0,"4 years"
11000,11000,0.1367,"36 months","debt_consolidation",0.1344,"louisiana","MORTGAGE",4666.67,"675-679",8,10482,0,"6 years"
7800,7800,0.1435,"36 months","other",0.2189,"california","RENT",2508.33,"680-684",5,25780,0,"< 1 year"
3725,3725,0.1059,"36 months","credit_card",0.1857,"new york","RENT",11666.67,"695-699",21,43987,0,"10+ years"
11000,11000,0.1727,"36 months","other",0.1144,"wisconsin","MORTGAGE",5000,"665-669",7,10070,3,"10+ years"
8500,8500,0.1531,"36 months","debt_consolidation",0.0756,"colorado","RENT",3333.33,"670-674",5,8844,0,"< 1 year"
10000,10000,0.0976,"36 months","credit_card",0.0683,"massachusetts","RENT",4583.33,"705-709",14,13511,0,"7 years"
12000,12000,0.1171,"60 months","debt_consolidation",0.233,"connecticut","MORTGAGE",4000,"725-729",8,15010,0,"10+ years"
31500,31425,0.1212,"60 months","other",0.2132,"illinois","RENT",5250,"755-759",10,11936,0,"10+ years"
19000,19000,0.1531,"60 months","debt_consolidation",0.2765,"florida","RENT",3617.21,"705-709",8,25692,0,"3 years"
12000,12000,0.1016,"36 months","debt_consolidation",0.1422,"colorado","MORTGAGE",8791.67,"695-699",10,17185,2,"8 years"
19125,19125,0.1016,"36 months","debt_consolidation",0.2558,"florida","RENT",4000,"725-729",5,0,0,"5 years"
6525,6500,0.1607,"36 months","other",0.1011,"maryland","RENT",3166.67,"700-704",3,2494,1,"1 year"
8975,8975,0.079,"36 months","debt_consolidation",0.2151,"new jersey","MORTGAGE",9166.67,"725-729",18,61613,3,"10+ years"
6000,5975,0.0603,"36 months","other",0.1141,"new york","MORTGAGE",6250,"780-784",9,89985,2,"n/a"
20800,20800,0.1922,"60 months","credit_card",0.155,"texas","RENT",6916.67,"680-684",20,28764,1,"10+ years"
8400,8400,0.1427,"36 months","debt_consolidation",0.1195,"north carolina","MORTGAGE",4166.67,"680-684",10,16634,1,"10+ years"
20000,20000,0.1849,"36 months","debt_consolidation",0.1283,"florida","MORTGAGE",13583.33,"675-679",17,30679,1,"< 1 year"
18550,18550,0.1212,"36 months","debt_consolidation",0.1137,"florida","MORTGAGE",3941,"710-714",14,9438,0,"n/a"
9600,9600,0.1212,"36 months","credit_card",0.2535,"connecticut","RENT",4750,"685-689",11,29475,0,"5 years"
6000,6000,0.0603,"36 months","major_purchase",0.1268,"texas","MORTGAGE",6666.67,"775-779",13,8581,0,"10+ years"
14000,14000,0.1531,"36 months","credit_card",0.1135,"arizona","RENT",7333.33,"680-684",7,6229,1,"< 1 year"
17000,16573.33,0.1298,"36 months","debt_consolidation",0.1572,"alabama","RENT",4333.33,"705-709",5,19053,0,"10+ years"
13250,13225,0.1065,"36 months","credit_card",0.2496,"new jersey","RENT",3333.33,"700-704",13,16192,0,"1 year"
13000,13000,0.0976,"36 months","credit_card",0.245,"texas","RENT",4166.67,"705-709",10,15534,0,"6 years"
20000,20000,0.1212,"36 months","debt_consolidation",0.1635,"florida","MORTGAGE",4166.67,"700-704",7,15917,0,"1 year"
7000,7000,0.1531,"36 months","credit_card",0.1564,"colorado","RENT",2666.67,"670-674",11,11529,0,"5 years"
12000,12000,0.1727,"36 months","debt_consolidation",0.1507,"colorado","MORTGAGE",4166.67,"665-669",7,12318,1,"< 1 year"
4200,4200,0.0762,"36 months","debt_consolidation",0.0675,"illinois","OWN",10416.67,"735-739",15,10819,1,"2 years"
15000,7100,0.1189,"36 months","debt_consolidation",0.1242,"florida","MORTGAGE",5000,"715-719",15,31563,3,"< 1 year"
1775,1775,0.0654,"36 months","debt_consolidation",0.1977,"ohio","RENT",3333.33,"725-729",11,2038,0,"< 1 year"
10000,10000,0.1212,"36 months","home_improvement",0.1881,"new york","MORTGAGE",3250,"695-699",10,19354,0,"10+ years"
14400,14375,0.1269,"60 months","debt_consolidation",0.1606,"georgia","RENT",6250,"730-734",6,28675,1,"7 years"
16000,13150,0.0849,"36 months","credit_card",0.103,"florida","RENT",5416.67,"735-739",15,15119,0,"6 years"
10000,9975,0.1348,"36 months","debt_consolidation",0.1457,"nevada","MORTGAGE",6307.42,"680-684",11,18823,0,"10+ years"
